0221 ,221,"0221  = ""0221 : PULMONARY ANTHRAX""",,,,,,,=,02
0222 ,222,"0222  = ""0222 : GASTROINTESTINAL ANTHRAX""",,,,,,,=,02
0223 ,223,"0223  = ""0223 : ANTHRAX SEPTICEMIA""",,,,,,,=,02
226  ,226,"226   = ""226  : BENIGN NEOPLASM THYROID""",,,,,,,=,22
0228 ,228,"0228  = ""0228 : OTHER ANTHRAX MANIFEST""",,,,,,,=,02
0229 ,229,"0229  = ""0229 : ANTHRAX NOS""",,,,,,,=,02
0230 ,230,"0230  = ""0230 : BRUCELLA MELITENSIS""",,,,,,,=,02
0231 ,231,"0231  = ""0231 : BRUCELLA ABORTUS""",,,,,,,=,02
0232 ,232,"0232  = ""0232 : BRUCELLA SUIS""",,,,,,,=,02
0233 ,233,"0233  = ""0233 : BRUCELLA CANIS""",,,,,,,=,02
0238 ,238,"0238  = ""0238 : BRUCELLOSIS NEC""",,,,,,,=,02
0239 ,239,"0239  = ""0239 : BRUCELLOSIS NOS""",,,,,,,=,02
243  ,243,"243   = ""243  : CONGENITAL HYPOTHYROIDSM""",,,,,,,=,24
0260 ,260,"0260  = ""0260 : SPIRILLARY FEVER""",,,,,,,=,02
260  ,260,"260   = ""260  : KWASHIORKOR""",,,,,,,=,26
0261 ,261,"0261  = ""0261 : STREPTOBACILLARY FEVER""",,,,,,,=,02
261  ,261,"261   = ""261  : NUTRITIONAL MARASMUS""",,,,,,,=,26
262  ,262,"262   = ""262  : OTH SEVERE MALNUTRITION""",,,,,,,=,26
267  ,267,"267   = ""267  : ASCORBIC ACID DEFICIENCY""",,,,,,,=,26
0269 ,269,"0269  = ""0269 : RAT-BITE FEVER NOS""",,,,,,,=,02
0270 ,270,"0270  = ""0270 : LISTERIOSIS""",,,,,,,=,02
0271 ,271,"0271  = ""0271 : ERYSIPELOTHRIX INFECTION""",,,,,,,=,02
0272 ,272,"0272  = ""0272 : PASTEURELLOSIS""",,,,,,,=,02
0278 ,278,"0278  = ""0278 : ZOONOTIC BACT DIS NEC""",,,,,,,=,02
0279 ,279,"0279  = ""0279 : ZOONOTIC BACT DIS NOS""",,,,,,,=,02
0300 ,300,"0300  = ""0300 : LEPROMATOUS LEPROSY""",,,,,,,=,03
0301 ,301,"0301  = ""0301 : TUBERCULOID LEPROSY""",,,,,,,=,03
0302 ,302,"0302  = ""0302 : INDETERMINATE LEPROSY""",,,,,,,=,03
0303 ,303,"0303  = ""0303 : BORDERLINE LEPROSY""",,,,,,,=,03
0308 ,308,"0308  = ""0308 : LEPROSY NEC""",,,,,,,=,03
0309 ,309,"0309  = ""0309 : LEPROSY NOS""",,,,,,,=,03
0310 ,310,"0310  = ""0310 : PULMONARY MYCOBACTERIA""",,,,,,,=,03
0311 ,311,"0311  = ""0311 : CUTANEOUS MYCOBACTERIA""",,,,,,,=,03
311  ,311,"311   = ""311  : DEPRESSIVE DISORDER NEC""",,,,,,,=,31
0312 ,312,"0312  = ""0312 : DX DUE TO DISSEM MYCOBACT (Begin 1997)""",,,,,,,=,03
316  ,316,"316   = ""316  : PSYCHIC FACTOR W OTH DIS""",,,,,,,=,31
317  ,317,"317   = ""317  : MILD MENTAL RETARDATION""",,,,,,,=,31
0318 ,318,"0318  = ""0318 : MYCOBACTERIAL DIS NEC""",,,,,,,=,03
0319 ,319,"0319  = ""0319 : MYCOBACTERIAL DIS NOS""",,,,,,,=,03
319  ,319,"319   = ""319  : -MENTAL RETARDATION NOS-""",,,,,,,=,31
00320,320,"00320 = ""00320: LOCAL SALMONELLA INF NOS""",,,,,,,=,00
0320 ,320,"0320  = ""0320 : FAUCIAL DIPHTHERIA""",,,,,,,=,03
00321,321,"00321 = ""00321: SALMONELLA MENINGITIS""",,,,,,,=,00
0321 ,321,"0321  = ""0321 : NASOPHARYNX DIPHTHERIA""",,,,,,,=,03
00322,322,"00322 = ""00322: SALMONELLA PNEUMONIA""",,,,,,,=,00
0322 ,322,"0322  = ""0322 : ANT NASAL DIPHTHERIA""",,,,,,,=,03
00323,323,"00323 = ""00323: SALMONELLA ARTHRITIS""",,,,,,,=,00
0323 ,323,"0323  = ""0323 : LARYNGEAL DIPHTHERIA""",,,,,,,=,03
00324,324,"00324 = ""00324: SALMONELLA OSTEOMYELITIS""",,,,,,,=,00
325  ,325,"325   = ""325  : PHLEBITIS INTRCRAN SINUS""",,,,,,,=,32
326  ,326,"326   = ""326  : LATE EFF CNS ABSCESS""",,,,,,,=,32
00329,329,"00329 = ""00329: LOCAL SALMONELLA INF NEC""",,,,,,,=,00
0329 ,329,"0329  = ""0329 : DIPHTHERIA NOS""",,,,,,,=,03
0330 ,330,"0330  = ""0330 : BORDETELLA PERTUSSIS""",,,,,,,=,03
0331 ,331,"0331  = ""0331 : BORDETELLA PARAPERTUSSIS""",,,,,,,=,03
0338 ,338,"0338  = ""0338 : WHOOPING COUGH NEC""",,,,,,,=,03
0339 ,339,"0339  = ""0339 : WHOOPING COUGH NOS""",,,,,,,=,03
0340 ,340,"0340  = ""0340 : STREP SORE THROAT""",,,,,,,=,03
340  ,340,"340   = ""340  : MULTIPLE SCLEROSIS""",,,,,,,=,34
0341 ,341,"0341  = ""0341 : SCARLET FEVER""",,,,,,,=,03
347  ,347,"347   = ""347  : CATAPLEXY AND NARCOLEPSY (End 2004)""",,,,,,,=,34
0360 ,360,"0360  = ""0360 : MENINGOCOCCAL MENINGITIS""",,,,,,,=,03
0361 ,361,"0361  = ""0361 : MENINGOCOCC ENCEPHALITIS""",,,,,,,=,03
0362 ,362,"0362  = ""0362 : MENINGOCOCCEMIA""",,,,,,,=,03
0363 ,363,"0363  = ""0363 : MENINGOCOCC ADRENAL SYND""",,,,,,,=,03
0369 ,369,"0369  = ""0369 : MENINGOCOCCAL INFECT NOS""",,,,,,,=,03
0380 ,380,"0380  = ""0380 : STREPTOCOCCAL SEPTICEMIA""",,,,,,,=,03
0381 ,381,"0381  = ""0381 : STAPHYLOCOCC SEPTICEMIA (End 1997)""",,,,,,,=,03
0382 ,382,"0382  = ""0382 : PNEUMOCOCCAL SEPTICEMIA""",,,,,,,=,03
0383 ,383,"0383  = ""0383 : ANAEROBIC SEPTICEMIA""",,,,,,,=,03
0388 ,388,"0388  = ""0388 : SEPTICEMIA NEC""",,,,,,,=,03
0389 ,389,"0389  = ""0389 : SEPTICEMIA NOS""",,,,,,,=,03
0390 ,390,"0390  = ""0390 : CUTANEOUS ACTINOMYCOSIS""",,,,,,,=,03
390  ,390,"390   = ""390  : RHEUM FEV W/O HRT INVOLV""",,,,,,,=,39
0391 ,391,"0391  = ""0391 : PULMONARY ACTINOMYCOSIS""",,,,,,,=,03
0392 ,392,"0392  = ""0392 : ABDOMINAL ACTINOMYCOSIS""",,,,,,,=,03
0393 ,393,"0393  = ""0393 : CERVICOFAC ACTINOMYCOSIS""",,,,,,,=,03
393  ,393,"393   = ""393  : CHR RHEUMATIC PERICARD""",,,,,,,=,39
0394 ,394,"0394  = ""0394 : MADURA FOOT""",,,,,,,=,03
0398 ,398,"0398  = ""0398 : ACTINOMYCOSIS NEC""",,,,,,,=,03
0399 ,399,"0399  = ""0399 : ACTINOMYCOSIS NOS""",,,,,,,=,03
0400 ,400,"0400  = ""0400 : GAS GANGRENE""",,,,,,,=,04
0401 ,401,"0401  = ""0401 : RHINOSCLEROMA""",,,,,,,=,04
0402 ,402,"0402  = ""0402 : WHIPPLE-S DISEASE""",,,,,,,=,04
0403 ,403,"0403  = ""0403 : NECROBACILLOSIS""",,,,,,,=,04
0410 ,410,"0410  = ""0410 : STREPTOCOCCUS INFECT NOS (Begin 1980"," End 1992)""",,,,,,=,04
0411 ,411,"0411  = ""0411 : STAPH INFECTION NOS (Begin 1980"," End 1992)""",,,,,,=,04
0412 ,412,"0412  = ""0412 : PNEUMOCOCCUS INFECT NOS""",,,,,,,=,04
412  ,412,"412   = ""412  : OLD MYOCARDIAL INFARCT""",,,,,,,=,41
0413 ,413,"0413  = ""0413 : KLEBSIELLA INFECT NOS""",,,,,,,=,04
0414 ,414,"0414  = ""0414 : E. COLI INFECT NOS""",,,,,,,=,04
0415 ,415,"0415  = ""0415 : H. INFLUENZAE INFECT NOS""",,,,,,,=,04
0416 ,416,"0416  = ""0416 : PROTEUS INFECTION NOS""",,,,,,,=,04
0417 ,417,"0417  = ""0417 : PSEUDOMONAS INFECT NOS""",,,,,,,=,04
0418 ,418,"0418  = ""0418 : BACTERIAL INFECTION NEC (Begin 1980"," End 1992)""",,,,,,=,04
0419 ,419,"0419  = ""0419 : BACTERIAL INFECTION NOS""",,,,,,,=,04
0420 ,420,"0420  = ""0420 : HIV W/SPECIF INFECTIONS (Begin 1986"," End 1994)""",,,,,,=,04
0421 ,421,"0421  = ""0421 : HIV CAUS OTH SPEC INFECT (Begin 1986"," End 1994)""",,,,,,=,04
0422 ,422,"0422  = ""0422 : HIV W/SPEC MALIG NEOPLSM (Begin 1986"," End 1994)""",,,,,,=,04
0429 ,429,"0429  = ""0429 : AIDS- UNSPECIFIED (Begin 1986"," End 1994)""",,,,,,=,04
0430 ,430,"0430  = ""0430 : HIV CAUS LYMPHADENOPATHY (Begin 1986"," End 1994)""",,,,,,=,04
430  ,430,"430   = ""430  : SUBARACHNOID HEMORRHAGE""",,,,,,,=,43
0431 ,431,"0431  = ""0431 : HIV CAUS SP CNS DISEASE (Begin 1986"," End 1994)""",,,,,,=,04
431  ,431,"431   = ""431  : INTRACEREBRAL HEMORRHAGE""",,,,,,,=,43
0432 ,432,"0432  = ""0432 : HIV CAUS OT DISOR IMMUNE (Begin 1986"," End 1994)""",,,,,,=,04
0433 ,433,"0433  = ""0433 : HIV CAUS OTH SPECIF COND (Begin 1986"," End 1994)""",,,,,,=,04
436  ,436,"436   = ""436  : CVA""",,,,,,,=,43
438  ,438,"438   = ""438  : LATE EFF CEREBROVASC DIS (End 1997)""",,,,,,,=,43
0439 ,439,"0439  = ""0439 : ARC- UNSPECIFIED (Begin 1986"," End 1994)""",,,,,,=,04
0440 ,440,"0440  = ""0440 : HIV CAUS ACUTE INFECTION (Begin 1986"," End 1994)""",,,,,,=,04
0449 ,449,"0449  = ""0449 : HIV- UNSPECIFIED (Begin 1986"," End 1994)""",,,,,,=,04
449  ,449,"449   = ""449  : SEPTIC ARTERIAL EMBOLISM (Begin 2007)""",,,,,,,=,44
452  ,452,"452   = ""452  : PORTAL VEIN THROMBOSIS""",,,,,,,=,45
0460 ,460,"0460  = ""0460 : KURU""",,,,,,,=,04
460  ,460,"460   = ""460  : ACUTE NASOPHARYNGITIS""",,,,,,,=,46
0461 ,461,"0461  = ""0461 : JAKOB-CREUTZFELDT DIS (end 2008)""",,,,,,,=,04
0462 ,462,"0462  = ""0462 : SUBAC SCLEROS PANENCEPH""",,,,,,,=,04
462  ,462,"462   = ""462  : ACUTE PHARYNGITIS""",,,,,,,=,46
0463 ,463,"0463  = ""0463 : PROG MULTIFOC LEUKOENCEP""",,,,,,,=,04
463  ,463,"463   = ""463  : ACUTE TONSILLITIS""",,,,,,,=,46
0468 ,468,"0468  = ""0468 : CNS SLOW VIRUS INFEC NEC""",,,,,,,=,04
0469 ,469,"0469  = ""0469 : CNS SLOW VIRUS INFEC NOS""",,,,,,,=,04
0470 ,470,"0470  = ""0470 : COXSACKIE VIRUS MENING""",,,,,,,=,04
470  ,470,"470   = ""470  : DEVIATED NASAL SEPTUM""",,,,,,,=,47
0471 ,471,"0471  = ""0471 : ECHO VIRUS MENINGITIS""",,,,,,,=,04
475  ,475,"475   = ""475  : PERITONSILLAR ABSCESS""",,,,,,,=,47
0478 ,478,"0478  = ""0478 : VIRAL MENINGITIS NEC""",,,,,,,=,04
0479 ,479,"0479  = ""0479 : VIRAL MENINGITIS NOS""",,,,,,,=,04
481  ,481,"481   = ""481  : PNEUMOCOCCAL PNEUMONIA""",,,,,,,=,48
483  ,483,"483   = ""483  : PNEUMONIA: ORGANISM NEC (Begin 1980"," End 1992)""",,,,,,=,48
485  ,485,"485   = ""485  : BRONCOPNEUMONIA ORG NOS""",,,,,,,=,48
486  ,486,"486   = ""486  : PNEUMONIA- ORGANISM NOS""",,,,,,,=,48
488  ,488,"488   = ""488  : FLU D/T AVIAN FLU VIRUS (Begin 2007) (end 2009)""",,,,,,,=,48
0490 ,490,"0490  = ""0490 : LYMPHOCYTIC CHORIOMENING""",,,,,,,=,04
490  ,490,"490   = ""490  : BRONCHITIS NOS""",,,,,,,=,49
0491 ,491,"0491  = ""0491 : ADENOVIRAL MENINGITIS""",,,,,,,=,04
494  ,494,"494   = ""494  : BRONCHIECTASIS (End 2000)""",,,,,,,=,49
496  ,496,"496   = ""496  : CHR AIRWAY OBSTRUCT NEC""",,,,,,,=,49
0498 ,498,"0498  = ""0498 : VIRAL ENCEPHALITIS NEC""",,,,,,,=,04
0499 ,499,"0499  = ""0499 : VIRAL ENCEPHALITIS NOS""",,,,,,,=,04
0500 ,500,"0500  = ""0500 : VARIOLA MAJOR""",,,,,,,=,05
500  ,500,"500   = ""500  : COAL WORKERS PNEUMOCON""",,,,,,,=,50
0501 ,501,"0501  = ""0501 : ALASTRIM""",,,,,,,=,05
501  ,501,"501   = ""501  : ASBESTOSIS""",,,,,,,=,50
0502 ,502,"0502  = ""0502 : MODIFIED SMALLPOX""",,,,,,,=,05
502  ,502,"502   = ""502  : SILICA PNEUMOCON NEC""",,,,,,,=,50
503  ,503,"503   = ""503  : INORG DUST PNEUMOCON NEC""",,,,,,,=,50
504  ,504,"504   = ""504  : DUST PNEUMONOPATHY NEC""",,,,,,,=,50
505  ,505,"505   = ""505  : PNEUMOCONIOSIS NOS""",,,,,,,=,50
0509 ,509,"0509  = ""0509 : SMALLPOX NOS""",,,,,,,=,05
0510 ,510,"0510  = ""0510 : COWPOX (end 2008)""",,,,,,,=,05
0511 ,511,"0511  = ""0511 : PSEUDOCOWPOX""",,,,,,,=,05
0512 ,512,"0512  = ""0512 : CONTAGIOUS PUSTULAR DERM""",,,,,,,=,05
514  ,514,"514   = ""514  : PULM CONGEST/HYPOSTASIS""",,,,,,,=,51
515  ,515,"515   = ""515  : POSTINFLAM PULM FIBROSIS""",,,,,,,=,51
0519 ,519,"0519  = ""0519 : PARAVACCINIA NOS""",,,,,,,=,05
0520 ,520,"0520  = ""0520 : POSTVARICELLA ENCEPHALIT""",,,,,,,=,05
0521 ,521,"0521  = ""0521 : VARICELLA PNEUMONITIS""",,,,,,,=,05
0522 ,522,"0522  = ""0522 : POSTVARICELLA MYELITIS (Begin 2006)""",,,,,,,=,05
0527 ,527,"0527  = ""0527 : VARICELLA COMPLICAT NEC""",,,,,,,=,05
0528 ,528,"0528  = ""0528 : VARICELLA COMPLICAT NOS""",,,,,,,=,05
0529 ,529,"0529  = ""0529 : VARICELLA UNCOMPLICATED""",,,,,,,=,05
0530 ,530,"0530  = ""0530 : HERPES ZOSTER MENINGITIS""",,,,,,,=,05
0538 ,538,"0538  = ""0538 : H ZOSTER COMPLICATED NOS""",,,,,,,=,05
538  ,538,"538   = ""538  : GI MUCOSITIS (ULCERATVE) (Begin 2006)""",,,,,,,=,53
0539 ,539,"0539  = ""0539 : HERPES ZOSTER NOS""",,,,,,,=,05
0540 ,540,"0540  = ""0540 : ECZEMA HERPETICUM""",,,,,,,=,05
541  ,541,"541   = ""541  : APPENDICITIS NOS""",,,,,,,=,54
0542 ,542,"0542  = ""0542 : HERPETIC GINGIVOSTOMAT""",,,,,,,=,05
542  ,542,"542   = ""542  : OTHER APPENDICITIS""",,,,,,,=,54
0543 ,543,"0543  = ""0543 : HERPETIC ENCEPHALITIS""",,,,,,,=,05
0545 ,545,"0545  = ""0545 : HERPETIC SEPTICEMIA""",,,,,,,=,05
0546 ,546,"0546  = ""0546 : HERPETIC WHITLOW""",,,,,,,=,05
0548 ,548,"0548  = ""0548 : H SIMPLEX COMPLICAT NOS""",,,,,,,=,05
0549 ,549,"0549  = ""0549 : HERPES SIMPLEX NOS""",,,,,,,=,05
0550 ,550,"0550  = ""0550 : POSTMEASLES ENCEPHALITIS""",,,,,,,=,05
0551 ,551,"0551  = ""0551 : POSTMEASLES PNEUMONIA""",,,,,,,=,05
0552 ,552,"0552  = ""0552 : POSTMEASLES OTITIS MEDIA""",,,,,,,=,05
556  ,556,"556   = ""556  : IDIOPATHIC PROCTOCOLITIS (End 1994)""",,,,,,,=,55
0558 ,558,"0558  = ""0558 : MEASLES COMPLICATION NOS""",,,,,,,=,05
0559 ,559,"0559  = ""0559 : MEASLES UNCOMPLICATED""",,,,,,,=,05
566  ,566,"566   = ""566  : ANAL & RECTAL ABSCESS""",,,,,,,=,56
0568 ,568,"0568  = ""0568 : RUBELLA COMPLICATION NOS""",,,,,,,=,05
0569 ,569,"0569  = ""0569 : RUBELLA UNCOMPLICATED""",,,,,,,=,05
0570 ,570,"0570  = ""0570 : ERYTHEMA INFECTIOSUM""",,,,,,,=,05
570  ,570,"570   = ""570  : ACUTE NECROSIS OF LIVER""",,,,,,,=,57
0578 ,578,"0578  = ""0578 : VIRAL EXANTHEMATA NEC""",,,,,,,=,05
0579 ,579,"0579  = ""0579 : VIRAL EXANTHEMATA NOS""",,,,,,,=,05
00581,581,"00581 = ""00581: FOOD POISONING VIBRIO (Begin 1995)""",,,,,,,=,00
585  ,585,"585   = ""585  : CHRONIC RENAL FAILURE (End 2005)""",,,,,,,=,58
586  ,586,"586   = ""586  : RENAL FAILURE NOS""",,,,,,,=,58
587  ,587,"587   = ""587  : RENAL SCLEROSIS NOS""",,,,,,,=,58
00589,589,"00589 = ""00589: OTH BACT FOOD POISONING (Begin 1995)""",,,,,,,=,00
591  ,591,"591   = ""591  : HYDRONEPHROSIS""",,,,,,,=,59
0598 ,598,"0598  = ""0598 : POXVIRUS INFECTIONS NEC (Begin 2008)""",,,,,,,=,05
0599 ,599,"0599  = ""0599 : POXVIRUS INFECTION NOS (Begin 2008)""",,,,,,,=,05
0600 ,600,"0600  = ""0600 : SYLVATIC YELLOW FEVER""",,,,,,,=,06
600  ,600,"600   = ""600  : HYPERPLASIA OF PROSTATE (End 2000)""",,,,,,,=,60
0601 ,601,"0601  = ""0601 : URBAN YELLOW FEVER""",,,,,,,=,06
605  ,605,"605   = ""605  : REDUN PREPUCE & PHIMOSIS""",,,,,,,=,60
0609 ,609,"0609  = ""0609 : YELLOW FEVER NOS""",,,,,,,=,06
0620 ,620,"0620  = ""0620 : JAPANESE ENCEPHALITIS""",,,,,,,=,06
0621 ,621,"0621  = ""0621 : WEST EQUINE ENCEPHALITIS""",,,,,,,=,06
0622 ,622,"0622  = ""0622 : EAST EQUINE ENCEPHALITIS""",,,,,,,=,06
0623 ,623,"0623  = ""0623 : ST LOUIS ENCEPHALITIS""",,,,,,,=,06
0624 ,624,"0624  = ""0624 : AUSTRALIAN ENCEPHALITIS""",,,,,,,=,06
0625 ,625,"0625  = ""0625 : CALIFORNIA ENCEPHALITIS""",,,,,,,=,06
0628 ,628,"0628  = ""0628 : MOSQUIT-BORNE ENCEPH NEC""",,,,,,,=,06
0629 ,629,"0629  = ""0629 : MOSQUIT-BORNE ENCEPH NOS""",,,,,,,=,06
0630 ,630,"0630  = ""0630 : RUSSIA SPR-SUMMER ENCEPH""",,,,,,,=,06
630  ,630,"630   = ""630  : HYDATIDIFORM MOLE""",,,,,,,=,63
0631 ,631,"0631  = ""0631 : LOUPING ILL""",,,,,,,=,06
631  ,631,"631   = ""631  : OTH ABN PROD CONCEPTION""",,,,,,,=,63
0632 ,632,"0632  = ""0632 : CENT EUROPE ENCEPHALITIS""",,,,,,,=,06
632  ,632,"632   = ""632  : MISSED ABORTION""",,,,,,,=,63
0638 ,638,"0638  = ""0638 : TICK-BORNE ENCEPH NEC""",,,,,,,=,06
